Page,URL
8,https://www.domain.com.au/1001-188-day-street-sydney-nsw-2000-2019767428
8,https://www.domain.com.au/level-56-93-liverpool-st-sydney-nsw-2000-2019537485
8,https://www.domain.com.au/3509-117-bathurst-street-sydney-nsw-2000-2019039244
8,https://www.domain.com.au/1104-710-george-st-sydney-nsw-2000-2019759992
8,https://www.domain.com.au/15b-2-watermans-quay-sydney-nsw-2000-2019659275
8,https://www.domain.com.au/2305-82-hay-st-sydney-nsw-2000-2019538561
8,https://www.domain.com.au/1103-71-macquarie-street-sydney-nsw-2000-2019725316
8,https://www.domain.com.au/59-365-377-kent-street-sydney-nsw-2000-2019722017
8,https://www.domain.com.au/6705-117-bathurst-st-sydney-nsw-2000-2019329643
8,https://www.domain.com.au/sydney-nsw-2000-2019691680
8,https://www.domain.com.au/sydney-nsw-2000-2019691674
8,https://www.domain.com.au/sydney-nsw-2000-2019672602
8,https://www.domain.com.au/sydney-nsw-2000-2019642280
8,https://www.domain.com.au/sydney-nsw-2000-2019641488
8,https://www.domain.com.au/sydney-nsw-2000-2019628355
8,https://www.domain.com.au/190-298-304-sussex-street-sydney-nsw-2000-2019258218
8,https://www.domain.com.au/3501-343-pitt-street-sydney-nsw-2000-2019602756
8,https://www.domain.com.au/2701-433-kent-street-sydney-nsw-2000-2019611047
9,https://www.domain.com.au/level17-591-george-street-sydney-nsw-2000-2019626642
9,https://www.domain.com.au/2107-91-liverpool-street-sydney-nsw-2000-2019608572
9,https://www.domain.com.au/sydney-nsw-2000-2019605104
9,https://www.domain.com.au/sydney-nsw-2000-2019605100
9,https://www.domain.com.au/sydney-nsw-2000-2019605092
9,https://www.domain.com.au/178-27-park-street-sydney-nsw-2000-2019605026
9,https://www.domain.com.au/206-219-kent-street-sydney-nsw-2000-2019586937
9,https://www.domain.com.au/5903-91-liverpool-st-sydney-nsw-2000-2019581805
9,https://www.domain.com.au/3002-38-york-st-sydney-nsw-2000-2019571490
9,https://www.domain.com.au/king-street-sydney-nsw-2000-2019561632
9,https://www.domain.com.au/1006-15-young-st-sydney-nsw-2000-2019535488
9,https://www.domain.com.au/sydney-nsw-2000-2019531715
9,https://www.domain.com.au/57-289-sussex-street-sydney-nsw-2000-2019523985
9,https://www.domain.com.au/sydney-nsw-2000-2019520349
9,https://www.domain.com.au/sydney-nsw-2000-2019508240
9,https://www.domain.com.au/sydney-nsw-2000-2019502504
9,https://www.domain.com.au/sydney-nsw-2000-2019501308
9,https://www.domain.com.au/sydney-nsw-2000-2019501252
9,https://www.domain.com.au/701-71-macquarie-st-sydney-nsw-2000-2019470556
9,https://www.domain.com.au/1510-197-199-castlereagh-street-sydney-nsw-2000-2019468189
9,https://www.domain.com.au/190-298-304-sussex-street-sydney-nsw-2000-2019258218
9,https://www.domain.com.au/3501-343-pitt-street-sydney-nsw-2000-2019602756
9,https://www.domain.com.au/2701-433-kent-street-sydney-nsw-2000-2019611047
10,https://www.domain.com.au/59-361-363-kent-street-sydney-nsw-2000-2019461239
10,https://www.domain.com.au/15-289-sussex-street-sydney-nsw-2000-2019442499
